ID,Mandante,Chutes,Chutes a gol,Posse de bola,Passes,Faltas,Impedimentos,Escanteios,Venceu
6989,0,9,3,54%,414,12,4,5,1
6990,1,9,2,51%,331,27,1,6,3
6990,0,10,3,49%,339,20,0,5,0
6991,1,20,6,60%,424,14,0,7,0
6991,0,8,1,40%,298,11,2,4,3
6992,1,12,2,41%,354,17,3,9,1
6992,0,7,3,59%,530,13,4,5,1
6993,1,9,2,70%,681,14,2,8,1
6993,0,9,5,30%,296,10,1,1,1
6994,1,20,6,53%,465,22,1,7,3
6994,0,9,1,47%,417,17,1,5,0
6995,1,19,9,57%,455,13,4,8,3
6995,0,11,3,43%,344,15,0,5,0
6996,1,13,7,37%,326,18,0,4,3
6996,0,14,5,63%,541,15,0,8,0
6997,1,9,4,42%,333,19,0,4,3
6997,0,19,4,58%,432,18,0,7,0
6998,1,15,3,53%,522,7,2,5,1
6998,0,7,2,47%,480,10,2,4,1
6999,1,17,6,60%,515,12,7,6,3
6999,0,13,3,40%,347,13,1,3,0
7000,1,16,4,73%,737,9,5,9,0
7000,0,5,3,27%,290,21,2,1,3
7001,1,7,1,53%,507,11,2,2,1
7001,0,14,3,47%,458,26,0,2,1
7002,1,12,4,44%,325,13,2,8,1
7002,0,20,2,56%,428,7,1,5,1
7003,1,12,3,37%,309,17,0,5,1
7003,0,15,7,63%,522,16,1,9,1
7004,1,11,5,44%,402,18,2,3,3
7004,0,9,0,56%,473,18,0,6,0
7005,1,13,3,71%,572,11,0,14,0
7005,0,13,5,29%,247,24,0,3,3
7006,1,11,5,44%,432,11,6,5,3
7006,0,9,0,56%,526,12,0,3,0
7007,1,12,6,51%,393,18,1,7,3
7007,0,14,1,49%,397,18,0,3,0
7008,1,,,,,,,,3
7008,0,,,,,,,,0
7009,1,13,4,34%,292,13,0,1,0
7009,0,7,2,66%,567,7,2,3,3
7010,1,31,7,68%,591,15,0,11,0
7010,0,8,3,32%,290,17,3,4,3
7011,1,8,1,57%,490,14,1,2,0
7011,0,20,4,43%,386,12,1,1,3
7012,1,18,5,55%,466,13,1,7,1
7012,0,9,3,45%,402,18,1,5,1
7013,1,11,6,41%,353,20,1,3,0
7013,0,16,6,59%,506,19,2,4,3
7014,1,9,2,41%,322,18,6,1,3
7014,0,13,3,59%,446,22,0,7,0
7015,1,13,4,38%,316,14,2,7,0
7015,0,12,4,62%,520,9,0,3,3
7016,1,17,6,53%,519,6,2,6,3
7016,0,12,3,47%,476,11,1,1,0
7017,1,25,8,58%,484,12,2,8,3
7017,0,10,3,42%,364,8,3,2,0
7018,1,9,6,67%,482,18,2,7,0
7018,0,15,5,33%,245,22,5,3,3
7019,1,14,7,52%,541,8,2,3,3
7019,0,5,2,48%,501,21,2,2,0
7020,1,21,6,62%,455,14,4,9,1
7020,0,9,5,38%,299,18,3,4,1
7021,1,9,3,46%,411,12,1,3,1
7021,0,13,6,54%,453,9,1,7,1
7022,1,8,2,36%,368,18,0,0,3
7022,0,14,3,64%,628,11,3,8,0
7023,1,17,6,64%,504,16,1,6,1
7023,0,4,1,36%,284,15,2,2,1
7024,1,19,4,55%,417,9,2,6,1
7024,0,8,4,45%,365,11,2,3,1
7025,1,27,3,74%,630,13,2,9,0
7025,0,11,5,26%,243,17,3,3,3
7026,1,16,5,42%,332,10,1,5,3
7026,0,17,2,58%,434,16,2,15,0
7027,1,15,6,56%,421,15,3,9,0
7027,0,13,7,44%,363,17,3,3,3
7028,1,14,8,44%,364,9,3,5,3
7028,0,14,4,56%,463,17,3,5,0
7029,1,10,3,43%,355,16,4,5,1
7029,0,11,4,57%,462,11,3,8,1
7030,1,14,4,55%,477,22,1,6,0
7030,0,17,8,45%,405,20,2,3,3
7031,1,15,8,51%,459,14,0,4,3
7031,0,15,0,49%,446,12,1,10,0
7032,1,9,1,32%,284,17,1,4,1
7032,0,17,4,68%,611,16,0,5,1
7033,1,16,8,54%,475,15,7,5,3
7033,0,10,2,46%,423,13,4,3,0
7034,1,17,4,77%,686,6,8,9,0
7034,0,8,5,23%,195,19,0,6,3
7035,1,16,3,58%,558,15,3,7,3
7035,0,13,4,42%,425,9,0,6,0
7036,1,11,5,51%,376,12,0,12,3
7036,0,13,5,49%,371,19,0,10,0
7037,1,14,4,57%,531,13,2,2,3
7037,0,6,2,43%,396,18,2,5,0
7038,1,14,5,44%,345,21,3,3,0
7038,0,17,7,56%,457,16,1,8,3
7039,1,17,8,48%,350,18,1,10,3
7039,0,5,2,52%,375,17,3,6,0
7040,1,30,8,69%,515,14,0,11,1
7040,0,12,5,31%,232,16,0,8,1
7041,1,21,6,44%,484,7,1,4,3
7041,0,17,5,56%,595,14,1,6,0
7042,1,13,6,48%,474,13,3,7,1
7042,0,11,2,52%,511,12,2,4,1
7043,1,15,6,41%,349,18,1,3,3
7043,0,14,4,59%,493,17,1,4,0
7044,1,16,4,48%,328,20,2,7,0
7044,0,9,5,52%,360,19,2,3,3
7045,1,12,4,42%,340,16,0,6,3
7045,0,10,2,58%,459,19,0,3,0
7046,1,20,4,55%,455,16,2,4,0
7046,0,13,2,45%,392,18,0,6,3
7047,1,8,2,51%,409,26,2,9,0
7047,0,15,4,49%,403,9,1,5,3
7048,1,9,4,67%,575,10,1,5,0
7048,0,7,3,33%,296,21,4,4,3
7049,1,13,3,49%,378,13,3,10,1
7049,0,13,2,51%,399,16,1,3,1
7050,1,22,8,65%,566,15,1,3,1
7050,0,13,5,35%,300,22,2,4,1
7051,1,11,3,53%,438,13,1,5,1
7051,0,12,2,47%,389,18,3,3,1
7052,1,17,1,62%,361,18,2,10,0
7052,0,9,4,38%,236,22,3,1,3
7053,1,11,3,42%,425,15,2,5,1
7053,0,10,5,58%,574,14,3,5,1
7054,1,8,1,52%,417,14,2,7,0
7054,0,10,4,48%,419,24,0,3,3
7055,1,18,5,63%,569,17,1,13,0
7055,0,6,3,37%,337,16,1,6,3
7056,1,21,10,63%,588,12,5,6,3
7056,0,9,2,37%,356,18,1,2,0
7057,1,7,7,46%,451,12,0,5,3
7057,0,15,5,54%,496,15,0,8,0
7058,1,11,5,53%,429,11,3,1,0
7058,0,14,5,47%,384,21,1,4,3
7059,1,7,3,31%,241,23,0,2,3
7059,0,12,1,69%,518,17,2,4,0
7060,1,17,6,68%,615,8,3,9,3
7060,0,6,4,32%,305,12,1,3,0
7061,1,16,6,62%,605,15,2,5,1
7061,0,9,3,38%,365,17,1,4,1
7062,1,25,7,46%,391,16,1,9,3
7062,0,9,2,54%,448,12,0,10,0
7063,1,12,2,65%,577,12,6,4,3
7063,0,6,3,35%,328,20,1,3,0
7064,1,16,5,58%,539,8,1,10,3
7064,0,11,4,42%,389,16,4,6,0
7065,1,12,3,56%,589,15,2,7,0
7065,0,13,4,44%,479,13,1,2,3
7066,1,19,5,61%,491,23,4,9,0
7066,0,11,6,39%,329,28,0,2,3
7067,1,13,4,46%,334,23,0,2,1
7067,0,17,10,54%,390,24,0,7,1
7068,1,13,4,61%,413,17,2,10,1
7068,0,13,4,39%,274,16,1,4,1
7069,1,8,1,40%,301,20,1,4,1
7069,0,14,5,60%,449,11,2,10,1
7070,1,11,3,56%,428,18,1,7,0
7070,0,10,4,44%,350,13,4,4,3
7071,1,23,8,56%,583,6,0,6,3
7071,0,7,2,44%,461,12,1,0,0
7072,1,11,1,39%,325,16,0,7,3
7072,0,17,2,61%,513,13,1,1,0
7073,1,20,6,48%,381,19,0,6,1
7073,0,12,2,52%,431,14,2,3,1
7074,1,7,3,47%,451,11,2,7,3
7074,0,8,3,53%,515,16,2,4,0
7075,1,15,4,42%,296,23,1,7,0
7075,0,16,5,58%,423,17,5,2,3
7076,1,19,4,51%,486,18,1,6,3
7076,0,6,2,49%,463,12,2,6,0
7077,1,13,4,55%,437,14,1,2,0
7077,0,6,1,45%,352,16,4,11,3
7078,1,14,4,42%,436,18,2,2,0
7078,0,15,9,58%,615,13,1,3,3
7079,1,14,6,55%,463,12,0,5,1
7079,0,21,6,45%,381,15,0,12,1
7080,1,17,6,41%,338,20,1,8,1
7080,0,10,2,59%,503,22,0,4,1
7081,1,7,0,55%,557,13,1,2,1
7081,0,10,3,45%,453,14,1,4,1
7082,1,4,2,51%,427,16,4,6,0
7082,0,17,7,49%,420,15,2,4,3
7083,1,16,3,35%,337,7,2,7,3
7083,0,13,2,65%,623,9,0,7,0
7084,1,12,6,36%,339,23,2,4,3
7084,0,10,2,64%,596,12,3,1,0
7085,1,10,4,47%,429,23,0,7,0
7085,0,10,4,53%,483,10,1,5,3
7086,1,29,8,54%,408,17,3,11,1
7086,0,8,3,46%,389,23,2,1,1
7087,1,20,7,63%,515,11,1,9,0
7087,0,9,7,37%,328,12,2,4,3
7088,1,16,8,63%,497,23,2,7,3
7088,0,12,3,37%,291,11,0,2,0
7089,1,14,7,64%,513,14,1,10,3
7089,0,8,0,36%,283,18,5,4,0
7090,1,11,4,47%,362,10,1,8,1
7090,0,7,2,53%,416,15,0,2,1
7091,1,15,5,59%,467,23,2,6,0
7091,0,14,5,41%,337,14,1,3,3
7092,1,17,8,57%,488,15,1,5,3
7092,0,9,1,43%,376,13,1,4,0
7093,1,29,2,69%,513,19,0,12,0
7093,0,11,3,31%,251,19,2,5,3
7094,1,8,6,54%,411,12,1,5,3
7094,0,9,2,46%,370,17,0,2,0
7095,1,9,3,33%,291,22,2,4,3
7095,0,13,3,67%,608,12,1,3,0
7096,1,6,2,49%,472,17,4,2,0
7096,0,12,5,51%,482,19,0,4,3
7097,1,18,8,57%,542,15,4,10,3
7097,0,14,3,43%,423,14,3,2,0
7098,1,5,3,40%,366,14,0,3,3
7098,0,10,3,60%,514,12,1,8,0
7099,1,17,6,38%,375,19,2,6,3
7099,0,8,3,62%,629,14,0,2,0
7100,1,15,4,63%,630,6,5,6,1
7100,0,6,2,37%,388,20,0,4,1
7101,1,14,4,57%,457,16,3,5,1
7101,0,8,0,43%,348,12,1,2,1
7102,1,15,5,45%,385,12,0,7,3
7102,0,7,2,55%,460,31,2,4,0
7103,1,15,8,60%,487,19,0,16,1
7103,0,6,2,40%,348,18,1,2,1
7104,1,11,5,68%,579,19,1,2,1
7104,0,6,1,32%,274,17,1,4,1
7105,1,16,2,60%,469,21,2,8,1
7105,0,9,1,40%,317,16,0,3,1
7106,1,21,7,53%,472,13,0,10,1
7106,0,8,4,47%,444,19,1,4,1
7107,1,21,10,59%,371,21,1,11,0
7107,0,16,11,41%,281,21,2,7,3
7108,1,8,2,32%,263,19,3,3,3
7108,0,19,7,68%,567,12,1,8,0
7109,1,24,10,64%,615,9,0,15,1
7109,0,4,4,36%,375,9,4,2,1
7110,1,15,7,47%,405,15,2,3,3
7110,0,7,2,53%,430,6,2,6,0
7111,1,6,3,41%,351,16,0,1,0
7111,0,17,2,59%,493,16,1,5,3
7112,1,16,5,49%,437,12,3,10,3
7112,0,14,4,51%,448,18,4,7,0
7113,1,6,1,40%,409,17,2,2,0
7113,0,12,2,60%,637,9,0,4,3
7114,1,9,5,42%,308,21,1,0,1
7114,0,7,3,58%,425,16,3,2,1
7115,1,3,2,40%,343,17,1,1,1
7115,0,17,6,60%,495,23,2,3,1
7116,1,17,6,51%,394,16,0,7,3
7116,0,7,0,49%,368,18,1,7,0
7117,1,13,8,39%,250,21,2,6,3
7117,0,16,2,61%,386,11,1,7,0
7118,1,16,4,47%,488,9,2,4,3
7118,0,9,2,53%,536,13,1,5,0
7119,1,11,6,59%,660,12,0,2,3
7119,0,9,2,41%,466,14,0,3,0
7120,1,22,5,45%,353,18,4,10,0
7120,0,10,6,55%,438,25,0,3,3
7121,1,15,4,64%,575,13,0,9,0
7121,0,6,3,36%,346,20,1,0,3
7122,1,16,1,62%,549,11,0,9,0
7122,0,7,3,38%,347,11,0,2,3
7123,1,16,5,52%,475,17,2,6,3
7123,0,8,2,48%,468,10,1,2,0
7124,1,20,8,41%,357,19,0,9,0
7124,0,8,2,59%,526,14,0,3,3
7125,1,8,3,58%,466,14,2,6,0
7125,0,20,6,42%,345,14,3,6,3
7126,1,8,4,26%,227,20,1,3,3
7126,0,12,3,74%,642,10,3,4,0
7127,1,17,5,69%,604,8,0,13,1
7127,0,6,2,31%,287,14,1,3,1
7128,1,13,2,62%,435,11,2,7,1
7128,0,17,7,38%,273,20,0,10,1
7129,1,13,5,54%,517,19,0,8,3
7129,0,11,3,46%,446,13,3,2,0
7130,1,14,4,57%,627,13,1,5,0
7130,0,6,3,43%,488,14,4,2,3
7131,1,17,5,66%,651,15,0,7,3
7131,0,7,2,34%,333,12,2,6,0
7132,1,21,6,57%,446,12,0,8,1
7132,0,11,6,43%,359,13,1,2,1
7133,1,9,3,60%,420,17,3,5,1
7133,0,14,3,40%,282,15,1,10,1
7134,1,25,3,51%,380,15,2,5,1
7134,0,7,1,49%,386,15,2,3,1
7135,1,16,5,72%,624,14,2,8,1
7135,0,8,2,28%,255,16,1,2,1
7136,1,6,3,41%,379,20,1,2,3
7136,0,12,3,59%,525,15,1,9,0
7137,1,17,8,56%,556,13,1,8,3
7137,0,12,5,44%,445,8,1,5,0
7138,1,10,5,45%,387,12,0,4,3
7138,0,11,1,55%,456,18,6,5,0
7139,1,12,5,43%,374,10,1,4,3
7139,0,9,3,57%,481,16,3,6,0
7140,1,21,7,56%,472,12,3,14,1
7140,0,12,5,44%,396,17,6,4,1
7141,1,23,8,63%,626,10,1,8,1
7141,0,9,3,37%,394,9,1,1,1
7142,1,14,4,63%,503,12,0,3,3
7142,0,11,2,37%,299,26,1,8,0
7143,1,13,5,38%,431,16,3,7,3
7143,0,9,4,62%,679,12,1,3,0
7144,1,8,5,40%,337,12,1,5,3
7144,0,5,2,60%,507,10,1,6,0
7145,1,19,3,65%,537,12,1,8,0
7145,0,13,5,35%,308,17,3,5,3
7146,1,10,4,40%,338,17,1,3,3
7146,0,12,7,60%,491,16,1,11,0
7147,1,9,4,51%,349,17,2,4,3
7147,0,8,3,49%,340,18,1,1,0
7148,1,5,1,31%,235,20,0,4,3
7148,0,13,4,69%,499,12,1,3,0
7149,1,16,5,57%,487,7,0,5,3
7149,0,15,7,43%,360,15,8,8,0
7150,1,9,2,64%,588,13,0,4,1
7150,0,11,4,36%,327,17,1,5,1
7151,1,14,5,60%,509,12,1,4,1
7151,0,15,5,40%,343,23,2,5,1
7152,1,12,4,34%,303,20,2,3,1
7152,0,19,3,66%,575,7,0,7,1
7153,1,10,6,48%,398,10,1,5,3
7153,0,10,3,52%,413,15,0,11,0
7154,1,19,6,42%,366,8,1,7,3
7154,0,13,4,58%,523,8,0,5,0
7155,1,16,6,49%,428,20,3,6,3
7155,0,14,6,51%,438,16,0,8,0
7156,1,11,7,42%,414,22,3,5,3
7156,0,12,2,58%,566,14,2,5,0
7157,1,15,6,46%,360,21,0,8,3
7157,0,8,2,54%,434,16,1,3,0
7158,1,9,4,29%,284,9,6,2,3
7158,0,21,8,71%,694,10,1,3,0
7159,1,20,10,69%,529,16,5,9,3
7159,0,8,3,31%,245,15,0,0,0
7160,1,12,5,54%,470,9,2,4,0
7160,0,21,8,46%,407,19,0,6,3
7161,1,10,4,51%,524,14,1,4,1
7161,0,15,2,49%,506,16,0,7,1
7162,1,19,5,58%,508,15,0,7,1
7162,0,9,3,42%,376,10,4,7,1
7163,1,13,5,37%,274,19,2,5,3
7163,0,14,2,63%,459,15,0,9,0
7164,1,14,3,62%,431,16,1,9,0
7164,0,9,4,38%,283,21,1,5,3
7165,1,28,9,58%,512,14,0,7,0
7165,0,3,2,42%,398,17,0,1,3
7166,1,12,7,38%,281,16,0,4,0
7166,0,9,3,62%,485,12,1,8,3
7167,1,21,6,67%,572,16,2,11,0
7167,0,9,4,33%,295,20,1,3,3
7168,1,9,7,32%,204,11,0,3,0
7168,0,24,10,68%,444,19,3,10,3
7169,1,11,6,63%,533,19,0,8,3
7169,0,14,4,37%,315,17,1,4,0
7170,1,20,5,57%,576,17,3,3,1
7170,0,14,4,43%,426,11,0,7,1
7171,1,13,3,61%,450,20,1,8,1
7171,0,10,3,39%,299,29,2,0,1
7172,1,13,6,44%,348,13,3,4,1
7172,0,8,2,56%,439,28,1,5,1
7173,1,11,4,37%,284,16,2,4,1
7173,0,17,9,63%,462,18,1,13,1
7174,1,22,8,63%,492,17,4,7,3
7174,0,9,5,37%,298,20,1,2,0
7175,1,10,6,35%,332,16,2,6,3
7175,0,17,1,65%,613,14,1,5,0
7176,1,15,8,47%,313,18,0,12,3
7176,0,13,4,53%,350,11,4,6,0
7177,1,18,4,44%,366,17,0,4,0
7177,0,12,3,56%,472,13,2,2,3
7178,1,9,4,47%,429,19,6,10,3
7178,0,9,4,53%,504,18,1,0,0
7179,1,14,8,49%,333,18,2,5,3
7179,0,10,1,51%,326,16,0,4,0
7180,1,21,6,66%,545,24,2,4,1
7180,0,10,5,34%,286,10,2,5,1
7181,1,12,2,40%,425,20,0,7,0
7181,0,6,2,60%,649,15,3,4,3
7182,1,22,3,54%,532,7,1,4,3
7182,0,10,2,46%,472,5,0,2,0
7183,1,14,4,38%,363,11,4,2,3
7183,0,15,5,62%,580,12,3,6,0
7184,1,18,8,70%,646,10,3,3,3
7184,0,14,1,30%,271,16,1,9,0
7185,1,11,2,65%,515,14,0,6,3
7185,0,13,3,35%,293,15,0,2,0
7186,1,13,4,45%,412,16,1,4,3
7186,0,12,2,55%,491,18,1,3,0
7187,1,19,7,67%,596,11,3,9,3
7187,0,11,6,33%,321,18,3,3,0
7188,1,13,3,46%,409,7,0,8,1
7188,0,7,4,54%,498,23,0,3,1
7189,1,10,5,52%,480,20,3,7,3
7189,0,7,1,48%,446,15,2,7,0
7190,1,12,5,54%,395,29,2,7,3
7190,0,8,2,46%,352,21,5,6,0
7191,1,14,5,49%,345,15,1,6,3
7191,0,18,5,51%,345,17,0,12,0
7192,1,22,6,49%,587,9,3,7,1
7192,0,7,1,51%,602,15,1,4,1
7193,1,14,3,51%,497,12,1,7,1
7193,0,11,3,49%,476,7,1,7,1
7194,1,10,2,36%,306,13,2,3,1
7194,0,17,4,64%,559,8,2,3,1
7195,1,12,5,61%,497,22,6,6,3
7195,0,11,3,39%,321,19,1,5,0
7196,1,17,6,48%,413,16,2,5,0
7196,0,9,4,52%,467,16,1,2,3
7197,1,3,1,31%,273,13,0,1,3
7197,0,16,6,69%,576,19,3,7,0
7198,1,13,2,44%,390,14,0,8,3
7198,0,7,2,56%,483,15,2,9,0
7199,1,20,11,51%,391,14,2,10,1
7199,0,10,1,49%,375,15,0,7,1
7200,1,19,6,56%,464,14,0,10,3
7200,0,9,1,44%,388,12,2,4,0
7201,1,23,7,34%,334,22,2,8,1
7201,0,9,2,66%,640,12,1,2,1
7202,1,16,4,72%,589,17,2,14,1
7202,0,7,0,28%,237,17,2,1,1
7203,1,22,6,59%,462,15,5,18,1
7203,0,8,0,41%,350,14,1,4,1
7204,1,12,2,55%,370,17,2,7,1
7204,0,14,3,45%,316,16,0,8,1
7205,1,18,5,58%,556,25,2,10,3
7205,0,5,1,42%,413,15,0,0,0
7206,1,8,1,48%,401,18,1,2,0
7206,0,18,7,52%,431,12,3,5,3
7207,1,28,12,70%,575,14,2,8,0
7207,0,10,3,30%,261,15,3,1,3
7208,1,15,8,40%,305,14,0,8,3
7208,0,14,5,60%,445,12,3,7,0
7209,1,7,2,38%,317,17,2,6,1
7209,0,9,5,62%,535,14,2,7,1
7210,1,18,7,67%,557,14,5,3,3
7210,0,4,1,33%,282,24,0,3,0
7211,1,14,4,62%,585,12,2,12,1
7211,0,4,3,38%,380,20,3,2,1
7212,1,23,6,52%,417,19,5,8,3
7212,0,7,1,48%,395,12,1,6,0
7213,1,17,7,58%,470,12,1,6,3
7213,0,11,4,42%,345,15,0,6,0
7214,1,7,1,34%,274,18,3,3,0
7214,0,18,4,66%,517,7,1,9,3
7215,1,18,8,64%,657,15,0,8,3
7215,0,8,2,36%,370,22,1,1,0
7216,1,9,4,62%,619,10,3,3,0
7216,0,15,6,38%,389,15,1,6,3
7217,1,20,9,47%,343,18,1,9,3
7217,0,7,1,53%,393,21,0,7,0
7218,1,13,2,53%,373,10,0,6,1
7218,0,18,3,47%,338,16,1,4,1
7219,1,11,1,78%,721,13,0,11,1
7219,0,5,1,22%,212,24,0,1,1
7220,1,11,5,48%,378,20,1,3,1
7220,0,10,4,52%,392,14,1,3,1
7221,1,18,8,63%,607,15,1,6,0
7221,0,23,11,37%,358,16,0,10,3
7222,1,11,3,42%,327,18,1,3,3
7222,0,14,4,58%,437,17,3,7,0
7223,1,11,5,53%,409,15,0,10,3
7223,0,10,4,47%,366,21,2,3,0
7224,1,15,5,56%,481,18,4,7,3
7224,0,10,4,44%,389,16,2,4,0
7225,1,10,5,57%,545,12,4,6,3
7225,0,14,4,43%,419,14,0,5,0
7226,1,20,7,63%,472,16,1,7,0
7226,0,9,3,37%,289,19,1,2,3
7227,1,24,9,65%,516,16,2,8,1
7227,0,11,4,35%,287,18,3,2,1
7228,1,8,5,41%,328,12,2,5,3
7228,0,22,9,59%,465,12,2,9,0
7229,1,11,3,61%,462,16,3,6,1
7229,0,16,7,39%,298,24,0,11,1
7230,1,18,5,69%,588,13,0,3,3
7230,0,11,2,31%,260,15,1,6,0
7231,1,14,6,53%,438,17,4,5,3
7231,0,13,4,47%,393,13,1,4,0
7232,1,14,5,44%,436,18,1,3,1
7232,0,5,2,56%,562,17,2,5,1
7233,1,6,0,25%,246,16,0,1,1
7233,0,8,2,75%,719,18,1,9,1
7234,1,14,2,43%,422,20,1,5,3
7234,0,9,1,57%,553,11,5,2,0
7235,1,14,6,32%,294,13,2,3,3
7235,0,18,3,68%,612,18,1,6,0
7236,1,14,1,39%,341,13,2,4,3
7236,0,7,1,61%,557,6,1,2,0
7237,1,14,3,41%,351,11,0,7,3
7237,0,16,6,59%,508,17,1,4,0
7238,1,13,3,49%,450,14,2,2,3
7238,0,10,2,51%,462,15,0,2,0
7239,1,18,3,68%,599,15,0,14,0
7239,0,7,4,32%,306,13,4,1,3
7240,1,11,5,45%,387,21,1,1,3
7240,0,16,5,55%,445,14,0,6,0
7241,1,16,5,61%,501,17,4,9,0
7241,0,13,6,39%,324,10,0,3,3
7242,1,15,2,31%,296,8,1,10,1
7242,0,6,1,69%,673,14,1,4,1
7243,1,8,3,59%,497,10,6,6,1
7243,0,6,1,41%,359,18,2,1,1
7244,1,14,6,52%,460,20,3,4,3
7244,0,6,1,48%,442,16,2,2,0
7245,1,16,6,55%,496,12,0,5,0
7245,0,17,4,45%,407,12,0,7,3
7246,1,11,1,40%,411,15,1,6,0
7246,0,11,5,60%,638,13,0,3,3
7247,1,19,7,55%,500,13,2,12,3
7247,0,4,2,45%,437,10,0,2,0
7248,1,12,4,56%,427,22,2,9,0
7248,0,12,6,44%,337,19,5,7,3
7249,1,20,6,70%,632,19,2,8,1
7249,0,6,3,30%,278,13,0,0,1
7250,1,20,5,47%,342,17,1,9,3
7250,0,9,3,53%,414,13,1,2,0
7251,1,8,1,51%,439,26,3,3,3
7251,0,6,4,49%,439,18,1,3,0
7252,1,22,6,45%,333,14,2,10,0
7252,0,11,3,55%,415,12,2,4,3
7253,1,15,7,40%,326,19,3,3,3
7253,0,11,3,60%,467,16,1,3,0
7254,1,15,6,40%,355,14,3,1,3
7254,0,13,7,60%,540,10,5,3,0
7255,1,13,4,51%,399,24,0,4,3
7255,0,10,2,49%,392,18,4,2,0
7256,1,17,9,42%,446,14,2,4,3
7256,0,17,3,58%,610,6,1,7,0
7257,1,12,3,60%,619,14,2,1,3
7257,0,13,6,40%,409,13,1,4,0
7258,1,16,6,57%,588,10,0,4,3
7258,0,17,7,43%,440,7,2,5,0
7259,1,22,5,72%,568,15,0,6,1
7259,0,7,3,28%,225,19,6,3,1
7260,1,18,3,56%,457,14,2,14,1
7260,0,11,3,44%,396,14,2,3,1
7261,1,14,4,73%,668,12,0,4,0
7261,0,13,5,27%,238,16,0,7,3
7262,1,8,3,48%,303,22,2,5,3
7262,0,8,3,52%,326,23,0,9,0
7263,1,21,7,42%,391,9,1,9,3
7263,0,7,2,58%,548,15,4,5,0
7264,1,9,4,42%,405,13,1,1,0
7264,0,13,7,58%,563,15,4,6,3
7265,1,19,4,53%,462,14,1,8,3
7265,0,15,2,47%,417,18,0,7,0
7266,1,15,2,57%,467,18,0,5,0
7266,0,10,4,43%,372,16,4,1,3
7267,1,21,10,57%,447,12,5,8,3
7267,0,14,6,43%,329,16,0,11,0
7268,1,12,5,39%,323,14,2,4,3
7268,0,13,4,61%,487,16,3,7,0
7269,1,9,3,48%,397,30,0,6,1
7269,0,13,3,52%,449,8,1,3,1
7270,1,18,4,57%,463,17,2,4,1
7270,0,7,2,43%,365,17,2,4,1
7271,1,14,4,51%,425,12,2,8,1
7271,0,19,7,49%,421,15,3,11,1
7272,1,18,3,66%,533,8,1,12,1
7272,0,5,3,34%,297,14,3,1,1
7273,1,14,5,53%,449,13,0,5,0
7273,0,9,3,47%,414,30,1,7,3
7274,1,10,3,33%,291,13,0,1,3
7274,0,10,3,67%,573,20,2,6,0
7275,1,14,6,47%,369,20,2,3,3
7275,0,11,3,53%,403,15,1,5,0
7276,1,17,3,47%,434,13,3,11,0
7276,0,12,4,53%,504,7,1,6,3
7277,1,11,3,53%,409,16,0,10,0
7277,0,9,8,47%,383,7,1,7,3
7278,1,12,2,46%,412,17,1,3,3
7278,0,10,4,54%,457,18,2,6,0
7279,1,18,2,64%,499,14,4,10,1
7279,0,13,3,36%,287,19,0,6,1
7280,1,10,3,44%,338,22,3,3,3
7280,0,8,2,56%,432,17,4,6,0
7281,1,14,5,62%,509,15,1,5,0
7281,0,9,3,38%,318,18,3,3,3
7282,1,13,7,40%,382,27,1,1,3
7282,0,13,2,60%,546,10,4,2,0
7283,1,21,9,60%,463,24,3,13,1
7283,0,12,5,40%,340,9,0,1,1
7284,1,17,6,42%,358,15,1,4,1
7284,0,9,3,58%,505,12,2,4,1
7285,1,16,9,51%,493,15,3,4,3
7285,0,15,4,49%,479,9,0,7,0
7286,1,11,5,63%,601,11,1,9,3
7286,0,7,0,37%,357,8,1,5,0
7287,1,12,4,63%,586,14,0,7,3
7287,0,10,3,37%,357,13,0,4,0
7288,1,15,4,61%,535,10,1,7,0
7288,0,14,4,39%,348,20,1,2,3
7289,1,14,5,57%,454,24,5,6,3
7289,0,9,5,43%,362,17,1,1,0
7290,1,12,3,49%,413,13,2,3,1
7290,0,10,2,51%,417,15,1,8,1
7291,1,7,1,43%,365,23,1,3,1
7291,0,10,4,57%,471,23,4,4,1
7292,1,15,5,45%,340,21,0,4,1
7292,0,13,8,55%,408,18,0,6,1
7293,1,10,1,52%,476,14,0,4,1
7293,0,5,3,48%,455,16,2,2,1
7294,1,22,6,68%,672,10,2,8,3
7294,0,7,1,32%,314,10,3,5,0
7295,1,22,10,40%,333,19,1,7,3
7295,0,11,2,60%,510,11,2,8,0
7296,1,21,7,37%,332,11,0,8,3
7296,0,20,3,63%,554,9,1,9,0
7297,1,14,6,54%,472,13,3,4,3
7297,0,10,6,46%,402,11,0,7,0
7298,1,13,1,48%,501,16,1,2,0
7298,0,6,2,52%,528,12,3,7,3
7299,1,17,3,33%,291,15,0,6,3
7299,0,11,4,67%,575,12,2,5,0
7300,1,8,3,49%,424,19,0,3,3
7300,0,24,8,51%,421,13,1,10,0
7301,1,23,5,61%,648,10,1,5,3
7301,0,4,1,39%,424,19,1,2,0
7302,1,26,7,71%,552,11,0,9,0
7302,0,16,2,29%,228,17,3,5,3
7303,1,13,4,52%,382,24,1,5,3
7303,0,7,2,48%,368,22,2,5,0
7304,1,5,3,49%,399,12,1,5,1
7304,0,11,5,51%,420,19,1,3,1
7305,1,16,4,54%,425,21,1,2,1
7305,0,14,5,46%,362,21,1,4,1
7306,1,20,6,53%,436,11,2,4,1
